id	slug	name	message	created_at	status
412a952d-668b-42b8-82c9-e009646e5659	amoremcristo	Ana Clara	no AmorEmCristo enfrentei bug (PIX recusado sem motivo). tentei resolver e continua travando. O central de ajuda levou dias. Ficou aquém do que imaginei.	2025-05-21T03:21:16.000Z	approved
3c99e307-b9bc-456f-a21e-fae9e0e66a75	tall-people-meet	ana.410	Uso o Tall People Meet e notei problema — captcha infinito no formulário. Refiz o processo ajustar, mas falhou de novo. Depois disso, o equipe de suporte não retornou. Nada resolvido. Limpei cache e repeti o processo.	2024-09-07T18:30:16.000Z	approved
cb6117ec-660a-455b-8b46-5bbe4ce75b1d	surge	ana.4173	Relato direto: no Surge enfrentei instabilidade (falha ao processar pagamento). refiz o processo resolver e continua travando. O central de ajuda demorou a responder. Ficou aquém do que imaginei. Testei em outra rede móvel.	2025-04-30T18:20:00.999Z	approved
a72cae16-1faf-4c5a-a221-320432ba9fc0	meu-rubi	ana.64	Falando objetivamente: negaram reembolsar mesmo dentro do período em Meu Rubi causou instabilidade. Tentei passos diferentes e falhou de novo. Time de atendimento levou dias. Decepcionante.	2025-02-24T17:10:40.000Z	approved
6e55f3a3-1b0d-4ef2-ba70-587c4bcb4001	inner-circle	ana.9333	Uso o Inner Circle e notei bug — PIX recusado sem motivo. Busquei ajustar, mas não resolveu. Como agravante, o central de ajuda respondeu tarde. Ficou aquém do que imaginei. Reinstalei o aplicativo.	2025-03-12T08:53:49.000Z	approved
585278fd-3f4e-4580-b710-d84c4867efc0	inner-circle	ana.9678	Inner Circle: perfis com comportamento repetido gerou inconsistência. Insisti consertar, porém voltou a acontecer. Equipe de suporte levou dias. Esperava mais. Atualizei o app e nada mudou.	2024-10-14T00:07:39.999Z	approved
0c9f6507-3df4-4833-ac39-409b9e3a0272	gamer-dating	ana_13	Relato direto: perfis com comportamento repetido em Gamer Dating causou problema. Tentei passos diferentes e não resolveu. Suporte levou dias. Nada resolvido.	2025-01-13T16:22:26.000Z	approved
cf69ef0a-f1ca-4a92-93fa-6d61a852ff0c	hornet	ana_19	Hornet: mensagens que param sem sentido gerou pane. Repeti os passos consertar, porém não deu certo. Help desk levou dias. Decepcionante. Atualizei o app e nada mudou.	2025-01-06T19:25:07.000Z	approved
6c938925-3bee-48d8-b993-e0585eaa7b05	military-cupid	ana_20	Falando objetivamente: no Military Cupid enfrentei problema (perfis com comportamento repetido). repeti os passos resolver e não resolveu. O help desk não retornou. Ficou aquém do que imaginei. Testei em outra rede móvel.	2025-04-17T08:46:13.999Z	approved
2186fcfe-d74e-455c-aa0e-439ae46ad3ea	eharmony	ana_2703	Uso o eHarmony e notei inconsistência — fotos aprovadas e depois removidas. Refiz o processo ajustar, mas continua travando. Para piorar, o central de ajuda respondeu tarde. Nada resolvido. Tentei pelo navegador também.	2024-09-29T01:31:48.999Z	approved
41785e70-202d-4280-ae35-64bb4c75e467	meupatrocínio	ana_544	No MeuPatrocínio, tive inconsistência com falha ao abrir a câmera do celular; repeti os passos várias vezes e sem sucesso. Como agravante, meu perfil ficou limitado. Ficou aquém do que imaginei. Testei em outra rede móvel.	2024-10-13T17:32:26.000Z	approved
af01e3a9-8878-449e-84a2-f789882c238c	singleparentmeet	ana282	Sinceramente: fotos aprovadas e depois removidas em SingleParentMeet causou instabilidade. Tentei passos diferentes e continua travando. Central de ajuda foi lento. Experiência abaixo do esperado. Limpei cache e repeti o processo.	2025-05-09T14:46:31.000Z	approved
f504d8ec-fe9b-469d-86df-5465057df586	scruff	ana375	Sinceramente: erro de formato mesmo com JPG/PNG em Scruff causou falha. Tentei passos diferentes e falhou de novo. Suporte respondeu tarde. Experiência abaixo do esperado. Tentei pelo navegador também.	2025-07-27T10:18:03.000Z	approved
007ce376-1878-420f-90b2-927d8ec46dcb	gamer-dating	ana815	Gamer Dating: estorno prometido não realizado gerou erro. Insisti consertar, porém continua travando. Equipe de suporte levou dias. Nada resolvido. Testei em outra rede móvel.	2025-07-17T18:09:12.000Z	approved
834fed8f-07ad-4524-b1d4-22b277ae280d	farmersonly	ana90	Uso o FarmersOnly e notei instabilidade — respostas padronizadas que parecem automáticas. Insisti ajustar, mas não deu certo. Em seguida, o equipe de suporte não retornou. Experiência abaixo do esperado. Limpei cache e repeti o processo.	2024-12-27T09:35:14.000Z	approved
8b1374f2-f15c-49c4-9df8-8bdeffb95af1	secret-benefits	andr.01	upload de fotos travando em Secret Benefits causou falha. Tentei passos diferentes e não deu certo. Help desk foi lento. Frustrante. Reinstalei o aplicativo.	2025-04-05T10:18:53.000Z	approved
685b89f1-c451-4f4d-b48e-8d500c8b48dd	namoro-online	andr.433	Relato direto: respostas padronizadas que parecem automáticas em Namoro Online causou instabilidade. Tentei passos diferentes e falhou de novo. Atendimento levou dias. Ficou aquém do que imaginei. Limpei cache e repeti o processo.	2025-04-19T22:53:14.000Z	approved
dac08c05-8401-490f-88e4-20b4142cb06f	surge	andr.44	Relato rápido: prazo de devolução expirou sem resposta em Surge causou problema. Tentei passos diferentes e continua travando. Suporte respondeu tarde. Ficou aquém do que imaginei. Reinstalei o aplicativo.	2025-01-31T12:47:22.999Z	approved
40a17234-c828-493d-ae58-8ced24f940cf	farmersonly	andr.60	FarmersOnly: imagens ficam eternamente em processamento gerou problema. Repeti os passos consertar, porém sem sucesso. Central de ajuda ficou sem resposta. Experiência abaixo do esperado. Testei em outra rede móvel.	2025-06-22T18:17:35.999Z	approved
0d820775-1001-4f27-97f2-e963152e2ec0	inner-circle	andr.934	Uso o Inner Circle e notei problema — erro ao tentar entrar com código. Procurei ajustar, mas voltou a acontecer. Depois disso, o atendimento demorou a responder. Frustrante. Limpei cache e repeti o processo.	2024-12-21T20:29:47.000Z	approved
dd902be0-87f2-4824-a039-dbc624f0b2a8	farmersonly	andr_2296	Uso o FarmersOnly e notei falha — upload de fotos travando. Procurei ajustar, mas sem sucesso. Como agravante, o time de atendimento ficou sem resposta. Decepcionante. Testei em outra rede móvel.	2024-10-06T17:26:10.000Z	approved
40d11a41-9158-4417-95ed-0d1246fc5daf	scruff	andr075	Scruff: prazo de devolução expirou sem resposta gerou falha. Refiz o processo consertar, porém não deu certo. Time de atendimento levou dias. Decepcionante. Reinstalei o aplicativo.	2024-08-22T10:14:06.999Z	approved
04432848-28e2-4b27-bc91-bf78982d1741	match.com	andr123	Relato direto: no Match.com enfrentei bug (upload de fotos travando). tentei resolver e sem sucesso. O central de ajuda levou dias. Nada resolvido. Atualizei o app e nada mudou.	2025-03-19T17:53:31.000Z	approved
f636612e-eaae-47d2-8b2e-71edbe9445cb	secret-benefits	andr537	Secret Benefits: perfis que nunca respondem gerou problema. Busquei consertar, porém continua travando. Time de atendimento demorou a responder. Decepcionante. Limpei cache e repeti o processo.	2025-06-13T06:31:35.999Z	approved
e92214ae-3e15-42cf-9f8e-b001fd2b3ed0	her	andr791	No HER, tive problema com email de redefinição não chega; tentei várias vezes e falhou de novo. Além disso, meu cadastro ficou limitado. Esperava mais. Limpei cache e repeti o processo.	2025-02-15T05:47:33.000Z	approved
ea796275-404a-4f69-82b5-a43261c9ed24	divino-amor	andr798	Sinceramente: prazo de devolução expirou sem resposta em Divino Amor causou pane. Tentei passos diferentes e não resolveu. Time de atendimento foi lento. Nada resolvido. Limpei cache e repeti o processo.	2024-12-15T12:13:30.000Z	approved
3e85940a-02c6-4bb8-862d-08629dc9285c	christian-mingle	andr967	Christian Mingle: ticket de reembolso sem retorno gerou inconsistência. Procurei consertar, porém sem sucesso. Suporte ficou sem resposta. Nada resolvido. Limpei cache e repeti o processo.	2025-02-06T20:22:37.000Z	approved
efb95c4d-3ae2-49ad-b2c1-d10e8f2eb398	amoremcristo	André Teixeira	AmorEmCristo: link de recuperação expira rápido gerou pane. Repeti os passos consertar, porém voltou a acontecer. Atendimento demorou a responder. Ficou aquém do que imaginei. Reinstalei o aplicativo.	2024-10-31T01:43:33.999Z	approved
58ca4902-4119-46b6-b2c6-d6f7a299282e	inner-circle	bianca.27	No Inner Circle, tive instabilidade com erro ao tentar entrar com código; busquei várias vezes e não resolveu. No fim, meu cadastro ficou limitado. Nada resolvido. Atualizei o app e nada mudou.	2024-12-22T18:01:11.000Z	approved
6eb8b266-0ef4-4855-a542-b61dc6b9f7bc	surge	bianca.80	No meu caso: boleto compensado, acesso não liberado em Surge causou erro. Tentei passos diferentes e não resolveu. Suporte respondeu tarde. Decepcionante. Reinstalei o aplicativo.	2025-06-30T07:27:35.000Z	approved
e754aa52-9878-418b-8ef5-aa472a1e7f9e	hinge	bianca_103	No Hinge, tive bug com perfis que nunca respondem; repeti os passos várias vezes e falhou de novo. No fim, meu cadastro ficou limitado. Ficou aquém do que imaginei. Atualizei o app e nada mudou.	2024-09-21T15:12:42.999Z	approved
1037f373-507b-4835-9c51-e41ae38d6a65	her	bianca_43	HER: tarifa apareceu na fatura sem eu confirmar gerou falha. Repeti os passos consertar, porém sem sucesso. Time de atendimento respondeu tarde. Frustrante. Testei em outra rede móvel.	2025-05-30T02:30:53.999Z	approved
91b6b317-0e8f-4d3f-8669-cbc88f86ef6f	chappy	bianca_5824	Uso o Chappy e notei problema — erro de formato mesmo com JPG/PNG. Busquei ajustar, mas continua travando. Para piorar, o time de atendimento levou dias. Esperava mais. Testei em outra rede móvel.	2025-04-17T10:03:02.999Z	approved
cabc1e67-e39c-4370-91f2-f9c46c86e218	hinge	bianca_63	No Hinge, tive pane com perfis que nunca respondem; procurei várias vezes e voltou a acontecer. Em seguida, meu conta ficou limitado. Experiência abaixo do esperado. Testei em outra rede móvel.	2025-01-25T08:11:43.000Z	approved
48f7919b-151e-4428-ae17-ef201d1d1729	surge	bianca_666	No meu caso: no Surge enfrentei bug (estorno prometido não realizado). insisti resolver e sem sucesso. O atendimento não retornou. Esperava mais. Tentei pelo navegador também.	2025-01-18T16:11:17.999Z	approved
031369ec-0744-4a56-83c4-61f7d4571ef6	singleparentmeet	bianca_72	No SingleParentMeet, tive bug com prazo de devolução expirou sem resposta; tentei várias vezes e não resolveu. Como agravante, meu conta ficou limitado. Frustrante. Testei em outra rede móvel.	2024-08-23T13:50:05.000Z	approved
