id,slug,name,message,created_at,status
7b7e4f6e-f6eb-4f04-b797-67009a2bb4c4,amoremcristo,"Ana Clara","no AmorEmCristo enfrentei bug (PIX recusado sem motivo). tentei resolver e continua travando. O central de ajuda levou dias. Ficou aquém do que imaginei.",2025-05-21T03:21:16.000Z,approved
b02d3d9b-4ce1-450d-98e2-21f6e531c6c7,tall-people-meet,"ana.410","Uso o Tall People Meet e notei problema — captcha infinito no formulário. Refiz o processo ajustar  mas falhou de novo. Depois disso  o equipe de suporte não retornou. Nada resolvido. Limpei cache e repeti o processo.",2024-09-07T18:30:16.000Z,approved
ff267dec-14da-4fe0-8634-8595878311ab,surge,"ana.4173","Relato direto: no Surge enfrentei instabilidade (falha ao processar pagamento). refiz o processo resolver e continua travando. O central de ajuda demorou a responder. Ficou aquém do que imaginei. Testei em outra rede móvel.",2025-04-30T18:20:00.999Z,approved
b8b40dd9-a19c-4b67-b9dc-42a0a698b23c,meu-rubi,"ana.64","Falando objetivamente: negaram reembolsar mesmo dentro do período em Meu Rubi causou instabilidade. Tentei passos diferentes e falhou de novo. Time de atendimento levou dias. Decepcionante.",2025-02-24T17:10:40.000Z,approved
f5c74be1-1e5a-427e-bbbe-7f5b5ba43cbc,inner-circle,"ana.9333","Uso o Inner Circle e notei bug — PIX recusado sem motivo. Busquei ajustar  mas não resolveu. Como agravante  o central de ajuda respondeu tarde. Ficou aquém do que imaginei. Reinstalei o aplicativo.",2025-03-12T08:53:49.000Z,approved
91dab707-118d-48ee-90c3-74e17ce962de,inner-circle,"ana.9678","Inner Circle: perfis com comportamento repetido gerou inconsistência. Insisti consertar  porém voltou a acontecer. Equipe de suporte levou dias. Esperava mais. Atualizei o app e nada mudou.",2024-10-14T00:07:39.999Z,approved
1b61eb5c-39b0-4a1c-8ba6-6a84bc642043,gamer-dating,"ana_13","Relato direto: perfis com comportamento repetido em Gamer Dating causou problema. Tentei passos diferentes e não resolveu. Suporte levou dias. Nada resolvido.",2025-01-13T16:22:26.000Z,approved
f6a6c5c6-018b-43bb-b9f4-d382bdde3afb,hornet,"ana_19","Hornet: mensagens que param sem sentido gerou pane. Repeti os passos consertar  porém não deu certo. Help desk levou dias. Decepcionante. Atualizei o app e nada mudou.",2025-01-06T19:25:07.000Z,approved
2d6404c5-ed53-49cb-a06d-a3712c7d1986,military-cupid,"ana_20","Falando objetivamente: no Military Cupid enfrentei problema (perfis com comportamento repetido). repeti os passos resolver e não resolveu. O help desk não retornou. Ficou aquém do que imaginei. Testei em outra rede móvel.",2025-04-17T08:46:13.999Z,approved
30aecf31-118c-48e2-87c1-09a5f1128d88,eharmony,"ana_2703","Uso o eHarmony e notei inconsistência — fotos aprovadas e depois removidas. Refiz o processo ajustar  mas continua travando. Para piorar  o central de ajuda respondeu tarde. Nada resolvido. Tentei pelo navegador também.",2024-09-29T01:31:48.999Z,approved
19816d05-fedb-467d-88ac-47b917ff1baa,meupatrocnio,"ana_544","No MeuPatrocínio  tive inconsistência com falha ao abrir a câmera do celular repeti os passos várias vezes e sem sucesso. Como agravante  meu perfil ficou limitado. Ficou aquém do que imaginei. Testei em outra rede móvel.",2024-10-13T17:32:26.000Z,approved
e00d0fe7-a342-465a-90e8-306aa99ba20b,singleparentmeet,"ana282","Sinceramente: fotos aprovadas e depois removidas em SingleParentMeet causou instabilidade. Tentei passos diferentes e continua travando. Central de ajuda foi lento. Experiência abaixo do esperado. Limpei cache e repeti o processo.",2025-05-09T14:46:31.000Z,approved
bb3995f3-df90-4b6c-b79d-370cde3a5bb2,scruff,"ana375","Sinceramente: erro de formato mesmo com JPG/PNG em Scruff causou falha. Tentei passos diferentes e falhou de novo. Suporte respondeu tarde. Experiência abaixo do esperado. Tentei pelo navegador também.",2025-07-27T10:18:03.000Z,approved
34918a7f-d34d-4faf-a87d-8546716871b1,gamer-dating,"ana815","Gamer Dating: estorno prometido não realizado gerou erro. Insisti consertar  porém continua travando. Equipe de suporte levou dias. Nada resolvido. Testei em outra rede móvel.",2025-07-17T18:09:12.000Z,approved
35a4a937-3813-457a-8f04-75e3b39aedf8,farmersonly,"ana90","Uso o FarmersOnly e notei instabilidade — respostas padronizadas que parecem automáticas. Insisti ajustar  mas não deu certo. Em seguida  o equipe de suporte não retornou. Experiência abaixo do esperado. Limpei cache e repeti o processo.",2024-12-27T09:35:14.000Z,approved
b18b20fa-9b07-44d4-b3cc-538549f9170c,secret-benefits,"andr.01","upload de fotos travando em Secret Benefits causou falha. Tentei passos diferentes e não deu certo. Help desk foi lento. Frustrante. Reinstalei o aplicativo.",2025-04-05T10:18:53.000Z,approved
733c96e3-d24e-43d6-9440-e5fd4217851d,namoro-online,"andr.433","Relato direto: respostas padronizadas que parecem automáticas em Namoro Online causou instabilidade. Tentei passos diferentes e falhou de novo. Atendimento levou dias. Ficou aquém do que imaginei. Limpei cache e repeti o processo.",2025-04-19T22:53:14.000Z,approved
5bc53ed0-5be3-4066-8b7c-d576fa69731a,surge,"andr.44","Relato rápido: prazo de devolução expirou sem resposta em Surge causou problema. Tentei passos diferentes e continua travando. Suporte respondeu tarde. Ficou aquém do que imaginei. Reinstalei o aplicativo.",2025-01-31T12:47:22.999Z,approved
dccb8db5-5c07-4471-ad9c-f957d8fd8eec,farmersonly,"andr.60","FarmersOnly: imagens ficam eternamente em processamento gerou problema. Repeti os passos consertar  porém sem sucesso. Central de ajuda ficou sem resposta. Experiência abaixo do esperado. Testei em outra rede móvel.",2025-06-22T18:17:35.999Z,approved
515be053-2154-4ae7-bd25-021acb948b14,inner-circle,"andr.934","Uso o Inner Circle e notei problema — erro ao tentar entrar com código. Procurei ajustar  mas voltou a acontecer. Depois disso  o atendimento demorou a responder. Frustrante. Limpei cache e repeti o processo.",2024-12-21T20:29:47.000Z,approved
9d5b52bf-5680-46fe-b571-10ff46a4e35a,farmersonly,"andr_2296","Uso o FarmersOnly e notei falha — upload de fotos travando. Procurei ajustar  mas sem sucesso. Como agravante  o time de atendimento ficou sem resposta. Decepcionante. Testei em outra rede móvel.",2024-10-06T17:26:10.000Z,approved
ef544700-cc5e-4132-b965-ee9139dee9a0,scruff,"andr075","Scruff: prazo de devolução expirou sem resposta gerou falha. Refiz o processo consertar  porém não deu certo. Time de atendimento levou dias. Decepcionante. Reinstalei o aplicativo.",2024-08-22T10:14:06.999Z,approved
392b8622-ef87-46bb-9933-456cee89119b,matchcom,"andr123","Relato direto: no Match.com enfrentei bug (upload de fotos travando). tentei resolver e sem sucesso. O central de ajuda levou dias. Nada resolvido. Atualizei o app e nada mudou.",2025-03-19T17:53:31.000Z,approved
3a7dacb3-8449-4b13-9605-0e028d399cb9,secret-benefits,"andr537","Secret Benefits: perfis que nunca respondem gerou problema. Busquei consertar  porém continua travando. Time de atendimento demorou a responder. Decepcionante. Limpei cache e repeti o processo.",2025-06-13T06:31:35.999Z,approved
d4a35cfb-f524-47d5-9481-ac412a557ec4,her,"andr791","No HER  tive problema com email de redefinição não chega tentei várias vezes e falhou de novo. Além disso  meu cadastro ficou limitado. Esperava mais. Limpei cache e repeti o processo.",2025-02-15T05:47:33.000Z,approved
fe90aebb-da84-4fc8-8a44-46e1262d8281,divino-amor,"andr798","Sinceramente: prazo de devolução expirou sem resposta em Divino Amor causou pane. Tentei passos diferentes e não resolveu. Time de atendimento foi lento. Nada resolvido. Limpei cache e repeti o processo.",2024-12-15T12:13:30.000Z,approved
0b4dcd44-f366-47ca-887c-5863ba7b6285,christian-mingle,"andr967","Christian Mingle: ticket de reembolso sem retorno gerou inconsistência. Procurei consertar  porém sem sucesso. Suporte ficou sem resposta. Nada resolvido. Limpei cache e repeti o processo.",2025-02-06T20:22:37.000Z,approved
